experiment_id,instance_id,graph_type,n_vertices,n_edges,graph_density,algorithm,run_number,fvs_size,optimal_fvs_size,approximation_ratio,optimality_gap_pct,wall_time_sec,cpu_time_sec,peak_memory_mb,is_valid_solution,notes,timestamp
EXP1,realworld_bull,realworld,5,5,0.500000,IC,1,1,,,,0.002542,0.002105,0.020,True,,2026-03-24T12:37:25.377837
EXP1,realworld_bull,realworld,5,5,0.500000,KBST,1,1,,,,0.000892,0.000370,0.004,True,,2026-03-24T12:37:25.379360
EXP1,realworld_bull,realworld,5,5,0.500000,MEMETIC,1,1,,,,0.562355,0.561384,0.049,True,,2026-03-24T12:37:25.942570
EXP2,realworld_bull,realworld,5,5,0.500000,IC,1,1,,,,0.002080,0.001676,0.000,True,,2026-03-24T12:37:25.945871
EXP2,realworld_bull,realworld,5,5,0.500000,KBST,1,1,,,,0.000803,0.000790,0.000,True,,2026-03-24T12:37:25.947452
EXP2,realworld_bull,realworld,5,5,0.500000,MEMETIC,1,1,,,,1.301023,1.299704,0.070,True,,2026-03-24T12:37:27.249339
EXP3,realworld_bull,realworld,5,5,0.500000,IC,1,1,,,,0.002130,0.001364,0.000,True,,2026-03-24T12:37:27.275238
EXP3,realworld_bull,realworld,5,5,0.500000,KBST,1,1,,,,0.000684,0.000526,0.000,True,,2026-03-24T12:37:27.276463
EXP3,realworld_bull,realworld,5,5,0.500000,MEMETIC,1,1,,,,1.382859,1.381245,0.025,True,,2026-03-24T12:37:28.660075
EXP8,realworld_bull,realworld,5,5,0.500000,BRUTE_FORCE,1,1,1,1.0,0.0,0.001466,0.001148,0.057,True,Ground truth,2026-03-24T12:37:28.666655
EXP8,realworld_bull,realworld,5,5,0.500000,IC,1,1,1,1.0,0.0,0.002189,0.002159,0.004,True,,2026-03-24T12:37:28.669373
EXP8,realworld_bull,realworld,5,5,0.500000,KBST,1,1,1,1.0,0.0,0.000785,0.000429,0.000,True,,2026-03-24T12:37:28.670646
EXP8,realworld_bull,realworld,5,5,0.500000,MEMETIC,1,1,1,1.0,0.0,0.565869,0.565157,0.008,True,,2026-03-24T12:37:29.237192
EXP9,realworld_bull,realworld,5,5,0.500000,IC,1,1,,,,0.002033,0.001195,0.000,True,"density=0.5000, avg_deg=2.00",2026-03-24T12:37:29.240251
EXP9,realworld_bull,realworld,5,5,0.500000,KBST,1,1,,,,0.000993,0.000539,0.000,True,"density=0.5000, avg_deg=2.00",2026-03-24T12:37:29.241797
EXP9,realworld_bull,realworld,5,5,0.500000,MEMETIC,1,1,,,,1.337733,1.336357,0.045,True,"density=0.5000, avg_deg=2.00",2026-03-24T12:37:30.580327
EXP1,Grid_3x3,Grid,9,12,0.333333,IC,1,3,,,,0.002895,0.002839,0.008,True,,2026-03-24T12:37:30.584468
EXP1,Grid_3x3,Grid,9,12,0.333333,KBST,1,3,,,,0.001028,0.000340,0.000,True,,2026-03-24T12:37:30.586245
EXP1,Grid_3x3,Grid,9,12,0.333333,MEMETIC,1,9,,,,2.197203,2.195480,0.229,True,,2026-03-24T12:37:32.784218
EXP2,Grid_3x3,Grid,9,12,0.333333,IC,1,3,,,,0.002870,0.002023,0.008,True,,2026-03-24T12:37:32.788285
EXP2,Grid_3x3,Grid,9,12,0.333333,KBST,1,3,,,,0.001308,0.000503,0.004,True,,2026-03-24T12:37:32.790156
EXP2,Grid_3x3,Grid,9,12,0.333333,MEMETIC,1,9,,,,5.529249,5.526065,0.102,True,,2026-03-24T12:37:38.319998
EXP3,Grid_3x3,Grid,9,12,0.333333,IC,1,3,,,,0.002938,0.002924,0.000,True,,2026-03-24T12:37:38.333413
EXP3,Grid_3x3,Grid,9,12,0.333333,KBST,1,3,,,,0.001379,0.000443,0.000,True,,2026-03-24T12:37:38.335472
EXP3,Grid_3x3,Grid,9,12,0.333333,MEMETIC,1,9,,,,5.586546,5.583224,0.225,True,,2026-03-24T12:37:43.922600
EXP8,Grid_3x3,Grid,9,12,0.333333,BRUTE_FORCE,1,2,2,1.0,0.0,0.001215,0.000626,0.000,True,Ground truth,2026-03-24T12:37:43.928940
EXP8,Grid_3x3,Grid,9,12,0.333333,IC,1,3,2,1.5,50.0,0.003005,0.002800,0.000,True,,2026-03-24T12:37:43.932668
EXP8,Grid_3x3,Grid,9,12,0.333333,KBST,1,3,2,1.5,50.0,0.001312,0.001149,0.000,True,,2026-03-24T12:37:43.934624
EXP8,Grid_3x3,Grid,9,12,0.333333,MEMETIC,1,9,2,4.5,350.0,2.187469,2.186463,0.020,True,,2026-03-24T12:37:46.122752
EXP1,ER_n10_p0.1_seed1,ER,10,4,0.088889,IC,1,0,,,,0.001830,0.001387,0.000,True,,2026-03-24T12:37:46.125913
EXP1,ER_n10_p0.1_seed1,ER,10,4,0.088889,KBST,1,0,,,,0.000659,0.000283,0.000,True,,2026-03-24T12:37:46.127271
EXP1,ER_n10_p0.1_seed1,ER,10,4,0.088889,MEMETIC,1,0,,,,0.185728,0.185458,0.000,True,,2026-03-24T12:37:46.313770
EXP2,ER_n10_p0.1_seed1,ER,10,4,0.088889,IC,1,0,,,,0.001862,0.001393,0.000,True,,2026-03-24T12:37:46.316940
EXP2,ER_n10_p0.1_seed1,ER,10,4,0.088889,KBST,1,0,,,,0.000633,0.000280,0.000,True,,2026-03-24T12:37:46.318187
EXP2,ER_n10_p0.1_seed1,ER,10,4,0.088889,MEMETIC,1,0,,,,0.469298,0.468361,0.004,True,,2026-03-24T12:37:46.788337
EXP3,ER_n10_p0.1_seed1,ER,10,4,0.088889,IC,1,0,,,,0.001847,0.001720,0.000,True,,2026-03-24T12:37:46.797686
EXP3,ER_n10_p0.1_seed1,ER,10,4,0.088889,KBST,1,0,,,,0.000730,0.000310,0.000,True,,2026-03-24T12:37:46.799022
EXP3,ER_n10_p0.1_seed1,ER,10,4,0.088889,MEMETIC,1,0,,,,0.468173,0.467623,0.000,True,,2026-03-24T12:37:47.268012
EXP8,ER_n10_p0.1_seed1,ER,10,4,0.088889,BRUTE_FORCE,1,0,0,1.0,0.0,0.000755,0.000674,0.000,True,Ground truth,2026-03-24T12:37:47.274447
EXP8,ER_n10_p0.1_seed1,ER,10,4,0.088889,IC,1,0,0,1.0,0.0,0.001735,0.001358,0.000,True,,2026-03-24T12:37:47.276825
EXP8,ER_n10_p0.1_seed1,ER,10,4,0.088889,KBST,1,0,0,1.0,0.0,0.000592,0.000254,0.000,True,,2026-03-24T12:37:47.278001
EXP8,ER_n10_p0.1_seed1,ER,10,4,0.088889,MEMETIC,1,0,0,1.0,0.0,0.186115,0.185207,0.000,True,,2026-03-24T12:37:47.464793
EXP1,Tree_random_n10,Tree,10,9,0.200000,IC,1,0,,,,0.002092,0.001224,0.000,True,,2026-03-24T12:37:47.468385
EXP1,Tree_random_n10,Tree,10,9,0.200000,KBST,1,0,,,,0.000827,0.000388,0.000,True,,2026-03-24T12:37:47.469843
EXP1,Tree_random_n10,Tree,10,9,0.200000,MEMETIC,1,0,,,,0.276192,0.275932,0.000,True,,2026-03-24T12:37:47.746798
EXP2,Tree_random_n10,Tree,10,9,0.200000,IC,1,0,,,,0.001835,0.001572,0.000,True,,2026-03-24T12:37:47.749701
EXP2,Tree_random_n10,Tree,10,9,0.200000,KBST,1,0,,,,0.000941,0.000336,0.000,True,,2026-03-24T12:37:47.751343
EXP2,Tree_random_n10,Tree,10,9,0.200000,MEMETIC,1,0,,,,0.560465,0.560156,0.000,True,,2026-03-24T12:37:48.312660
EXP3,Tree_random_n10,Tree,10,9,0.200000,IC,1,0,,,,0.002120,0.001375,0.000,True,,2026-03-24T12:37:48.322343
EXP3,Tree_random_n10,Tree,10,9,0.200000,KBST,1,0,,,,0.000730,0.000442,0.000,True,,2026-03-24T12:37:48.323621
EXP3,Tree_random_n10,Tree,10,9,0.200000,MEMETIC,1,0,,,,0.573457,0.572701,0.000,True,,2026-03-24T12:37:48.897804
EXP8,Tree_random_n10,Tree,10,9,0.200000,BRUTE_FORCE,1,0,0,1.0,0.0,0.000622,0.000309,0.000,True,Ground truth,2026-03-24T12:37:48.904056
EXP8,Tree_random_n10,Tree,10,9,0.200000,IC,1,0,0,1.0,0.0,0.002030,0.001692,0.000,True,,2026-03-24T12:37:48.906827
EXP8,Tree_random_n10,Tree,10,9,0.200000,KBST,1,0,0,1.0,0.0,0.000779,0.000356,0.000,True,,2026-03-24T12:37:48.908328
EXP8,Tree_random_n10,Tree,10,9,0.200000,MEMETIC,1,0,0,1.0,0.0,0.226658,0.226280,0.000,True,,2026-03-24T12:37:49.135805
EXP1,Tree_star_n10,Tree,10,9,0.200000,IC,1,0,,,,0.002001,0.001169,0.000,True,,2026-03-24T12:37:49.139396
EXP1,Tree_star_n10,Tree,10,9,0.200000,KBST,1,0,,,,0.000697,0.000361,0.000,True,,2026-03-24T12:37:49.140691
EXP1,Tree_star_n10,Tree,10,9,0.200000,MEMETIC,1,0,,,,0.225028,0.223768,0.000,True,,2026-03-24T12:37:49.366502
EXP2,Tree_star_n10,Tree,10,9,0.200000,IC,1,0,,,,0.002026,0.001814,0.000,True,,2026-03-24T12:37:49.369676
EXP2,Tree_star_n10,Tree,10,9,0.200000,KBST,1,0,,,,0.000707,0.000324,0.000,True,,2026-03-24T12:37:49.371057
EXP2,Tree_star_n10,Tree,10,9,0.200000,MEMETIC,1,0,,,,0.565113,0.564646,0.000,True,,2026-03-24T12:37:49.937078
EXP3,Tree_star_n10,Tree,10,9,0.200000,IC,1,0,,,,0.002084,0.001545,0.000,True,,2026-03-24T12:37:49.947064
EXP3,Tree_star_n10,Tree,10,9,0.200000,KBST,1,0,,,,0.000741,0.000696,0.000,True,,2026-03-24T12:37:49.948410
EXP3,Tree_star_n10,Tree,10,9,0.200000,MEMETIC,1,0,,,,0.567714,0.566961,0.000,True,,2026-03-24T12:37:50.516909
EXP8,Tree_star_n10,Tree,10,9,0.200000,BRUTE_FORCE,1,0,0,1.0,0.0,0.000838,0.000456,0.000,True,Ground truth,2026-03-24T12:37:50.523739
EXP8,Tree_star_n10,Tree,10,9,0.200000,IC,1,0,0,1.0,0.0,0.002330,0.002005,0.000,True,,2026-03-24T12:37:50.526767
EXP8,Tree_star_n10,Tree,10,9,0.200000,KBST,1,0,0,1.0,0.0,0.000710,0.000319,0.000,True,,2026-03-24T12:37:50.528113
EXP8,Tree_star_n10,Tree,10,9,0.200000,MEMETIC,1,0,0,1.0,0.0,0.222011,0.221643,0.000,True,,2026-03-24T12:37:50.750910
EXP1,ER_n10_p0.3_seed1,ER,10,14,0.311111,IC,1,5,,,,0.001260,0.001122,0.000,True,,2026-03-24T12:37:50.753601
EXP1,ER_n10_p0.3_seed1,ER,10,14,0.311111,KBST,1,2,,,,0.001059,0.000293,0.000,True,,2026-03-24T12:37:50.755231
EXP1,ER_n10_p0.3_seed1,ER,10,14,0.311111,MEMETIC,1,10,,,,2.753834,2.751135,0.000,True,,2026-03-24T12:37:53.509690
EXP2,ER_n10_p0.3_seed1,ER,10,14,0.311111,IC,1,5,,,,0.001106,0.000728,0.000,True,,2026-03-24T12:37:53.511795
EXP2,ER_n10_p0.3_seed1,ER,10,14,0.311111,KBST,1,2,,,,0.001276,0.000972,0.000,True,,2026-03-24T12:37:53.513731
EXP2,ER_n10_p0.3_seed1,ER,10,14,0.311111,MEMETIC,1,10,,,,6.559715,6.556022,0.016,True,,2026-03-24T12:38:00.074086
EXP3,ER_n10_p0.3_seed1,ER,10,14,0.311111,IC,1,5,,,,0.001075,0.000366,0.000,True,,2026-03-24T12:38:00.083223
EXP3,ER_n10_p0.3_seed1,ER,10,14,0.311111,KBST,1,2,,,,0.001325,0.000574,0.000,True,,2026-03-24T12:38:00.085257
EXP3,ER_n10_p0.3_seed1,ER,10,14,0.311111,MEMETIC,1,10,,,,6.649370,6.643500,0.066,True,,2026-03-24T12:38:06.735306
EXP8,ER_n10_p0.3_seed1,ER,10,14,0.311111,BRUTE_FORCE,1,2,2,1.0,0.0,0.001266,0.000634,0.000,True,Ground truth,2026-03-24T12:38:06.742876
EXP8,ER_n10_p0.3_seed1,ER,10,14,0.311111,IC,1,5,2,2.5,150.0,0.001292,0.000889,0.000,True,,2026-03-24T12:38:06.744804
EXP8,ER_n10_p0.3_seed1,ER,10,14,0.311111,KBST,1,2,2,1.0,0.0,0.001043,0.000995,0.000,True,,2026-03-24T12:38:06.746559
EXP8,ER_n10_p0.3_seed1,ER,10,14,0.311111,MEMETIC,1,10,2,5.0,400.0,2.646895,2.645012,0.000,True,,2026-03-24T12:38:09.394080
EXP1,realworld_petersen,realworld,10,15,0.333333,IC,1,4,,,,0.001056,0.000294,0.000,True,,2026-03-24T12:38:09.396245
EXP1,realworld_petersen,realworld,10,15,0.333333,KBST,1,3,,,,0.001430,0.000599,0.000,True,,2026-03-24T12:38:09.398329
EXP1,realworld_petersen,realworld,10,15,0.333333,MEMETIC,1,10,,,,2.795411,2.793513,0.000,True,,2026-03-24T12:38:12.194675
EXP2,realworld_petersen,realworld,10,15,0.333333,IC,1,4,,,,0.001220,0.000435,0.000,True,,2026-03-24T12:38:12.197549
EXP2,realworld_petersen,realworld,10,15,0.333333,KBST,1,3,,,,0.001538,0.001054,0.000,True,,2026-03-24T12:38:12.199996
EXP2,realworld_petersen,realworld,10,15,0.333333,MEMETIC,1,10,,,,6.769191,6.762981,0.000,True,,2026-03-24T12:38:18.969856
EXP3,realworld_petersen,realworld,10,15,0.333333,IC,1,4,,,,0.001055,0.000410,0.000,True,,2026-03-24T12:38:18.979041
EXP3,realworld_petersen,realworld,10,15,0.333333,KBST,1,3,,,,0.001167,0.000752,0.000,True,,2026-03-24T12:38:18.980738
EXP3,realworld_petersen,realworld,10,15,0.333333,MEMETIC,1,10,,,,6.826375,6.816355,0.000,True,,2026-03-24T12:38:25.807741
EXP8,realworld_petersen,realworld,10,15,0.333333,BRUTE_FORCE,1,3,3,1.0,0.0,0.003393,0.002942,0.000,True,Ground truth,2026-03-24T12:38:25.817796
EXP8,realworld_petersen,realworld,10,15,0.333333,IC,1,4,3,1.3333333333333333,33.33333333333333,0.001016,0.000979,0.000,True,,2026-03-24T12:38:25.819555
EXP8,realworld_petersen,realworld,10,15,0.333333,KBST,1,3,3,1.0,0.0,0.001411,0.001230,0.000,True,,2026-03-24T12:38:25.821566
EXP8,realworld_petersen,realworld,10,15,0.333333,MEMETIC,1,10,3,3.3333333333333335,233.33333333333334,2.752841,2.746894,0.000,True,,2026-03-24T12:38:28.575220
EXP9,realworld_petersen,realworld,10,15,0.333333,IC,1,4,,,,0.000975,0.000329,0.000,True,"density=0.3333, avg_deg=3.00",2026-03-24T12:38:28.577214
EXP9,realworld_petersen,realworld,10,15,0.333333,KBST,1,3,,,,0.001322,0.000593,0.000,True,"density=0.3333, avg_deg=3.00",2026-03-24T12:38:28.579194
EXP9,realworld_petersen,realworld,10,15,0.333333,MEMETIC,1,10,,,,6.800591,6.794123,0.000,True,"density=0.3333, avg_deg=3.00",2026-03-24T12:38:35.380490
EXP1,BA_n10_m2_seed1,BA,10,16,0.355556,IC,1,4,,,,0.001273,0.000833,0.000,True,,2026-03-24T12:38:35.382861
EXP1,BA_n10_m2_seed1,BA,10,16,0.355556,KBST,1,2,,,,0.001175,0.000868,0.000,True,,2026-03-24T12:38:35.384668
EXP1,BA_n10_m2_seed1,BA,10,16,0.355556,MEMETIC,1,10,,,,2.798403,2.795379,0.000,True,,2026-03-24T12:38:38.183798
EXP2,BA_n10_m2_seed1,BA,10,16,0.355556,IC,1,4,,,,0.001531,0.001410,0.000,True,,2026-03-24T12:38:38.186525
EXP2,BA_n10_m2_seed1,BA,10,16,0.355556,KBST,1,2,,,,0.001142,0.000240,0.000,True,,2026-03-24T12:38:38.188239
EXP2,BA_n10_m2_seed1,BA,10,16,0.355556,MEMETIC,1,10,,,,6.928032,6.918707,0.000,True,,2026-03-24T12:38:45.116952
EXP3,BA_n10_m2_seed1,BA,10,16,0.355556,IC,1,4,,,,0.001405,0.001272,0.000,True,,2026-03-24T12:38:45.126619
EXP3,BA_n10_m2_seed1,BA,10,16,0.355556,KBST,1,2,,,,0.001249,0.001159,0.000,True,,2026-03-24T12:38:45.128520
EXP3,BA_n10_m2_seed1,BA,10,16,0.355556,MEMETIC,1,10,,,,6.831510,6.825830,0.000,True,,2026-03-24T12:38:51.960736
EXP8,BA_n10_m2_seed1,BA,10,16,0.355556,BRUTE_FORCE,1,2,2,1.0,0.0,0.001218,0.000531,0.000,True,Ground truth,2026-03-24T12:38:51.969010
EXP8,BA_n10_m2_seed1,BA,10,16,0.355556,IC,1,4,2,2.0,100.0,0.001345,0.000809,0.000,True,,2026-03-24T12:38:51.971007
EXP8,BA_n10_m2_seed1,BA,10,16,0.355556,KBST,1,2,2,1.0,0.0,0.001382,0.000778,0.000,True,,2026-03-24T12:38:51.973057
EXP8,BA_n10_m2_seed1,BA,10,16,0.355556,MEMETIC,1,10,2,5.0,400.0,2.767525,2.763456,0.000,True,,2026-03-24T12:38:54.741294
EXP1,BA_n10_m3_seed1,BA,10,21,0.466667,IC,1,10,,,,0.000556,0.000288,0.000,True,,2026-03-24T12:38:54.743164
EXP1,BA_n10_m3_seed1,BA,10,21,0.466667,KBST,1,10,,,,0.000379,0.000221,0.000,True,,2026-03-24T12:38:54.743986
EXP1,BA_n10_m3_seed1,BA,10,21,0.466667,MEMETIC,1,10,,,,3.147956,3.141189,0.000,True,,2026-03-24T12:38:57.892607
EXP2,BA_n10_m3_seed1,BA,10,21,0.466667,IC,1,10,,,,0.000830,0.000643,0.000,True,,2026-03-24T12:38:57.894535
EXP2,BA_n10_m3_seed1,BA,10,21,0.466667,KBST,1,10,,,,0.000540,0.000277,0.000,True,,2026-03-24T12:38:57.895765
EXP2,BA_n10_m3_seed1,BA,10,21,0.466667,MEMETIC,1,10,,,,8.054019,8.032125,0.000,True,,2026-03-24T12:39:05.950548
EXP3,BA_n10_m3_seed1,BA,10,21,0.466667,IC,1,10,,,,0.000756,0.000326,0.000,True,,2026-03-24T12:39:05.960107
EXP3,BA_n10_m3_seed1,BA,10,21,0.466667,KBST,1,10,,,,0.000450,0.000270,0.000,True,,2026-03-24T12:39:05.961074
EXP3,BA_n10_m3_seed1,BA,10,21,0.466667,MEMETIC,1,10,,,,7.971072,7.947185,0.000,True,,2026-03-24T12:39:13.932823
EXP8,BA_n10_m3_seed1,BA,10,21,0.466667,BRUTE_FORCE,1,3,3,1.0,0.0,0.002520,0.002513,0.000,True,Ground truth,2026-03-24T12:39:13.942396
EXP8,BA_n10_m3_seed1,BA,10,21,0.466667,IC,1,10,3,3.3333333333333335,233.33333333333334,0.000655,0.000379,0.000,True,,2026-03-24T12:39:13.943696
EXP8,BA_n10_m3_seed1,BA,10,21,0.466667,KBST,1,10,3,3.3333333333333335,233.33333333333334,0.000446,0.000264,0.000,True,,2026-03-24T12:39:13.944654
EXP8,BA_n10_m3_seed1,BA,10,21,0.466667,MEMETIC,1,10,3,3.3333333333333335,233.33333333333334,3.128423,3.121325,0.000,True,,2026-03-24T12:39:17.073645
EXP1,ER_n10_p0.5_seed1,ER,10,21,0.466667,IC,1,10,,,,0.000708,0.000389,0.000,True,,2026-03-24T12:39:17.075683
EXP1,ER_n10_p0.5_seed1,ER,10,21,0.466667,KBST,1,10,,,,0.000503,0.000260,0.000,True,,2026-03-24T12:39:17.076724
EXP1,ER_n10_p0.5_seed1,ER,10,21,0.466667,MEMETIC,1,10,,,,3.193867,3.187239,0.000,True,,2026-03-24T12:39:20.271224
EXP2,ER_n10_p0.5_seed1,ER,10,21,0.466667,IC,1,10,,,,0.000645,0.000359,0.000,True,,2026-03-24T12:39:20.272820
EXP2,ER_n10_p0.5_seed1,ER,10,21,0.466667,KBST,1,10,,,,0.000349,0.000218,0.000,True,,2026-03-24T12:39:20.273627
EXP2,ER_n10_p0.5_seed1,ER,10,21,0.466667,MEMETIC,1,10,,,,7.838515,7.827996,0.000,True,,2026-03-24T12:39:28.112744
EXP3,ER_n10_p0.5_seed1,ER,10,21,0.466667,IC,1,10,,,,0.000688,0.000659,0.000,True,,2026-03-24T12:39:28.122559
EXP3,ER_n10_p0.5_seed1,ER,10,21,0.466667,KBST,1,10,,,,0.000586,0.000327,0.000,True,,2026-03-24T12:39:28.123710
EXP3,ER_n10_p0.5_seed1,ER,10,21,0.466667,MEMETIC,1,10,,,,7.886779,7.877101,0.000,True,,2026-03-24T12:39:36.011247
EXP8,ER_n10_p0.5_seed1,ER,10,21,0.466667,BRUTE_FORCE,1,4,4,1.0,0.0,0.007776,0.006900,0.000,True,Ground truth,2026-03-24T12:39:36.026279
EXP8,ER_n10_p0.5_seed1,ER,10,21,0.466667,IC,1,10,4,2.5,150.0,0.000555,0.000328,0.000,True,,2026-03-24T12:39:36.027541
EXP8,ER_n10_p0.5_seed1,ER,10,21,0.466667,KBST,1,10,4,2.5,150.0,0.000385,0.000257,0.000,True,,2026-03-24T12:39:36.028484
EXP8,ER_n10_p0.5_seed1,ER,10,21,0.466667,MEMETIC,1,10,4,2.5,150.0,3.116440,3.114540,0.000,True,,2026-03-24T12:39:39.145600
EXP1,BA_n10_m5_seed1,BA,10,25,0.555556,IC,1,10,,,,0.000595,0.000609,0.000,True,,2026-03-24T12:39:39.147324
EXP1,BA_n10_m5_seed1,BA,10,25,0.555556,KBST,1,10,,,,0.000407,0.000234,0.000,True,,2026-03-24T12:39:39.148235
EXP1,BA_n10_m5_seed1,BA,10,25,0.555556,MEMETIC,1,10,,,,3.509326,3.504340,0.000,True,,2026-03-24T12:39:42.658322
EXP2,BA_n10_m5_seed1,BA,10,25,0.555556,IC,1,10,,,,0.000563,0.000265,0.000,True,,2026-03-24T12:39:42.660008
EXP2,BA_n10_m5_seed1,BA,10,25,0.555556,KBST,1,10,,,,0.000430,0.000249,0.000,True,,2026-03-24T12:39:42.660982
EXP2,BA_n10_m5_seed1,BA,10,25,0.555556,MEMETIC,1,10,,,,8.716969,8.704026,0.000,True,,2026-03-24T12:39:51.378534
EXP3,BA_n10_m5_seed1,BA,10,25,0.555556,IC,1,10,,,,0.000729,0.000345,0.000,True,,2026-03-24T12:39:51.388204
EXP3,BA_n10_m5_seed1,BA,10,25,0.555556,KBST,1,10,,,,0.000485,0.000255,0.000,True,,2026-03-24T12:39:51.389361
EXP3,BA_n10_m5_seed1,BA,10,25,0.555556,MEMETIC,1,10,,,,8.783282,8.768638,0.000,True,,2026-03-24T12:40:00.173240
EXP8,BA_n10_m5_seed1,BA,10,25,0.555556,BRUTE_FORCE,1,4,4,1.0,0.0,0.007556,0.006770,0.000,True,Ground truth,2026-03-24T12:40:00.188187
EXP8,BA_n10_m5_seed1,BA,10,25,0.555556,IC,1,10,4,2.5,150.0,0.000576,0.000608,0.000,True,,2026-03-24T12:40:00.189442
EXP8,BA_n10_m5_seed1,BA,10,25,0.555556,KBST,1,10,4,2.5,150.0,0.000564,0.000357,0.000,True,,2026-03-24T12:40:00.190658
EXP8,BA_n10_m5_seed1,BA,10,25,0.555556,MEMETIC,1,10,4,2.5,150.0,3.587120,3.579342,0.000,True,,2026-03-24T12:40:03.778432
EXP1,ER_n10_p0.7_seed1,ER,10,29,0.644444,IC,1,10,,,,0.000554,0.000258,0.000,True,,2026-03-24T12:40:03.780130
EXP1,ER_n10_p0.7_seed1,ER,10,29,0.644444,KBST,1,10,,,,0.000359,0.000217,0.000,True,,2026-03-24T12:40:03.780937
EXP1,ER_n10_p0.7_seed1,ER,10,29,0.644444,MEMETIC,1,10,,,,3.857227,3.849307,0.000,True,,2026-03-24T12:40:07.638827
EXP2,ER_n10_p0.7_seed1,ER,10,29,0.644444,IC,1,10,,,,0.000787,0.000363,0.000,True,,2026-03-24T12:40:07.640812
EXP2,ER_n10_p0.7_seed1,ER,10,29,0.644444,KBST,1,10,,,,0.000453,0.000259,0.000,True,,2026-03-24T12:40:07.641844
EXP2,ER_n10_p0.7_seed1,ER,10,29,0.644444,MEMETIC,1,10,,,,9.617655,9.602714,0.000,True,,2026-03-24T12:40:17.260241
EXP3,ER_n10_p0.7_seed1,ER,10,29,0.644444,IC,1,10,,,,0.000669,0.000328,0.000,True,,2026-03-24T12:40:17.270405
EXP3,ER_n10_p0.7_seed1,ER,10,29,0.644444,KBST,1,10,,,,0.000417,0.000339,0.000,True,,2026-03-24T12:40:17.271365
EXP3,ER_n10_p0.7_seed1,ER,10,29,0.644444,MEMETIC,1,10,,,,9.572199,9.558404,0.000,True,,2026-03-24T12:40:26.844227
EXP8,ER_n10_p0.7_seed1,ER,10,29,0.644444,BRUTE_FORCE,1,5,5,1.0,0.0,0.013518,0.013532,0.000,True,Ground truth,2026-03-24T12:40:26.865430
EXP8,ER_n10_p0.7_seed1,ER,10,29,0.644444,IC,1,10,5,2.0,100.0,0.000702,0.000394,0.000,True,,2026-03-24T12:40:26.866659
EXP8,ER_n10_p0.7_seed1,ER,10,29,0.644444,KBST,1,10,5,2.0,100.0,0.000457,0.000278,0.000,True,,2026-03-24T12:40:26.867621
EXP8,ER_n10_p0.7_seed1,ER,10,29,0.644444,MEMETIC,1,10,5,2.0,100.0,3.843078,3.838645,0.000,True,,2026-03-24T12:40:30.711393
EXP1,ER_n10_p0.9_seed1,ER,10,42,0.933333,IC,1,10,,,,0.000704,0.000648,0.000,True,,2026-03-24T12:40:30.713531
EXP1,ER_n10_p0.9_seed1,ER,10,42,0.933333,KBST,1,10,,,,0.000424,0.000267,0.000,True,,2026-03-24T12:40:30.714438
EXP1,ER_n10_p0.9_seed1,ER,10,42,0.933333,MEMETIC,1,10,,,,4.776252,4.771993,0.000,True,,2026-03-24T12:40:35.491530
EXP2,ER_n10_p0.9_seed1,ER,10,42,0.933333,IC,1,10,,,,0.000569,0.000272,0.000,True,,2026-03-24T12:40:35.493037
EXP2,ER_n10_p0.9_seed1,ER,10,42,0.933333,KBST,1,10,,,,0.000388,0.000206,0.000,True,,2026-03-24T12:40:35.493853
EXP2,ER_n10_p0.9_seed1,ER,10,42,0.933333,MEMETIC,1,10,,,,11.860730,11.851853,0.000,True,,2026-03-24T12:40:47.355253
EXP3,ER_n10_p0.9_seed1,ER,10,42,0.933333,IC,1,10,,,,0.000760,0.000372,0.000,True,,2026-03-24T12:40:47.365445
EXP3,ER_n10_p0.9_seed1,ER,10,42,0.933333,KBST,1,10,,,,0.000439,0.000349,0.000,True,,2026-03-24T12:40:47.366620
EXP3,ER_n10_p0.9_seed1,ER,10,42,0.933333,MEMETIC,1,10,,,,11.777443,11.771171,0.000,True,,2026-03-24T12:40:59.144646
EXP8,ER_n10_p0.9_seed1,ER,10,42,0.933333,BRUTE_FORCE,1,7,7,1.0,0.0,0.025390,0.024762,0.000,True,Ground truth,2026-03-24T12:40:59.178049
EXP8,ER_n10_p0.9_seed1,ER,10,42,0.933333,IC,1,10,7,1.4285714285714286,42.857142857142854,0.000658,0.000606,0.000,True,,2026-03-24T12:40:59.179348
EXP8,ER_n10_p0.9_seed1,ER,10,42,0.933333,KBST,1,10,7,1.4285714285714286,42.857142857142854,0.000446,0.000441,0.000,True,,2026-03-24T12:40:59.180323
EXP8,ER_n10_p0.9_seed1,ER,10,42,0.933333,MEMETIC,1,10,7,1.4285714285714286,42.857142857142854,4.778017,4.772897,0.000,True,,2026-03-24T12:41:03.959065
EXP1,Tree_binary_n10,Tree,15,14,0.133333,IC,1,1,,,,0.003103,0.002694,0.000,True,,2026-03-24T12:41:03.963935
EXP1,Tree_binary_n10,Tree,15,14,0.133333,KBST,1,0,,,,0.000872,0.000801,0.000,True,,2026-03-24T12:41:03.965534
EXP1,Tree_binary_n10,Tree,15,14,0.133333,MEMETIC,1,0,,,,0.308155,0.307163,0.016,True,,2026-03-24T12:41:04.274482
