file,n,m,FVS_size,runtime,validity
grid_001072.txt,9,12,2,0.000551,True
grid_001074.txt,20,31,5,0.003959,True
grid_001076.txt,15,22,3,0.001609,True
grid_001078.txt,30,49,8,0.302301,True
grid_001080.txt,15,22,3,0.001608,True
grid_001082.txt,20,31,5,0.004535,True
grid_001084.txt,15,22,3,0.001154,True
grid_001086.txt,12,17,3,0.000838,True
grid_001088.txt,24,38,6,0.023085,True
grid_001090.txt,15,22,3,0.001687,True
grid_001092.txt,15,22,3,0.001097,True
grid_001094.txt,25,40,6,0.027354,True
grid_001096.txt,12,17,3,0.000793,True
grid_001098.txt,24,38,6,0.021464,True
grid_001100.txt,15,22,3,0.00114,True
grid_001102.txt,9,12,2,0.000535,True
grid_001104.txt,15,22,3,0.001688,True
grid_001106.txt,24,38,6,0.021662,True
grid_001108.txt,12,17,3,0.000801,True
grid_001110.txt,9,12,2,0.000515,True
grid_001112.txt,18,27,4,0.00196,True
grid_001114.txt,16,24,4,0.001634,True
grid_001116.txt,24,38,6,0.020565,True
grid_001118.txt,20,31,5,0.004599,True
grid_001120.txt,20,31,5,0.004557,True
